name,p4_url,http_status,n_outgal,complexity_rank,best_outgal,all_outgals,error
NGC4474,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4474/P4/,404,0,0,,[],
NGC4477,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4477/P4/,404,0,0,,[],
NGC4479,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4479/P4/,404,0,0,,[],
NGC4480,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4480/P4/,200,3,3,NGC4480_bd.outgal,"[""NGC4480_bd.outgal"", ""NGC4480_onecomp.outgal"", ""NGC4480_twocomp.outgal""]",
NGC4481,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4481/P4/,404,0,0,,[],
NGC4485,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4485/P4/,200,3,3,NGC4485_d.outgal,"[""NGC4485_d.outgal"", ""NGC4485_onecomp.outgal"", ""NGC4485_twocomp.outgal""]",
NGC4487,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4487/P4/,200,3,3,NGC4487_dbar.outgal,"[""NGC4487_dbar.outgal"", ""NGC4487_onecomp.outgal"", ""NGC4487_twocomp.outgal""]",
NGC4489,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4489/P4/,200,3,3,NGC4489_bd.outgal,"[""NGC4489_bd.outgal"", ""NGC4489_onecomp.outgal"", ""NGC4489_twocomp.outgal""]",
NGC4491,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4491/P4/,200,3,3,NGC4491_bdbarf.outgal,"[""NGC4491_bdbarf.outgal"", ""NGC4491_onecomp.outgal"", ""NGC4491_twocomp.outgal""]",
NGC4496A,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4496A/P4/,200,3,3,NGC4496A_dbar.outgal,"[""NGC4496A_dbar.outgal"", ""NGC4496A_onecomp.outgal"", ""NGC4496A_twocomp.outgal""]",
NGC4498,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4498/P4/,200,3,3,NGC4498_dbarf.outgal,"[""NGC4498_dbarf.outgal"", ""NGC4498_onecomp.outgal"", ""NGC4498_twocomp.outgal""]",
NGC4500,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4500/P4/,404,0,0,,[],
NGC4501,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4501/P4/,200,3,3,NGC4501_bd.outgal,"[""NGC4501_bd.outgal"", ""NGC4501_onecomp.outgal"", ""NGC4501_twocomp.outgal""]",
NGC4502,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4502/P4/,200,3,3,NGC4502_dbarf.outgal,"[""NGC4502_dbarf.outgal"", ""NGC4502_onecomp.outgal"", ""NGC4502_twocomp.outgal""]",
NGC4504,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4504/P4/,200,3,3,NGC4504_dbarn.outgal,"[""NGC4504_dbarn.outgal"", ""NGC4504_onecomp.outgal"", ""NGC4504_twocomp.outgal""]",
NGC4506,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4506/P4/,200,3,3,NGC4506_ddn.outgal,"[""NGC4506_ddn.outgal"", ""NGC4506_onecomp.outgal"", ""NGC4506_twocomp.outgal""]",
NGC4516,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4516/P4/,404,0,0,,[],
NGC4519,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4519/P4/,200,3,3,NGC4519_dbarf.outgal,"[""NGC4519_dbarf.outgal"", ""NGC4519_onecomp.outgal"", ""NGC4519_twocomp.outgal""]",
NGC4523,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4523/P4/,200,3,3,NGC4523_dbar.outgal,"[""NGC4523_dbar.outgal"", ""NGC4523_onecomp.outgal"", ""NGC4523_twocomp.outgal""]",
NGC4525,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4525/P4/,200,3,3,NGC4525_dbarnf.outgal,"[""NGC4525_dbarnf.outgal"", ""NGC4525_onecomp.outgal"", ""NGC4525_twocomp.outgal""]",
NGC4531,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4531/P4/,200,3,3,NGC4531_ddn.outgal,"[""NGC4531_ddn.outgal"", ""NGC4531_onecomp.outgal"", ""NGC4531_twocomp.outgal""]",
NGC4534,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4534/P4/,200,3,3,NGC4534_dd.outgal,"[""NGC4534_dd.outgal"", ""NGC4534_onecomp.outgal"", ""NGC4534_twocomp.outgal""]",
NGC4535,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4535/P4/,200,3,3,NGC4535_bdbarf.outgal,"[""NGC4535_bdbarf.outgal"", ""NGC4535_onecomp.outgal"", ""NGC4535_twocomp.outgal""]",
NGC4540,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4540/P4/,200,3,3,NGC4540_dbarfn.outgal,"[""NGC4540_dbarfn.outgal"", ""NGC4540_onecomp.outgal"", ""NGC4540_twocomp.outgal""]",
NGC4545,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4545/P4/,200,3,3,NGC4545_dn.outgal,"[""NGC4545_dn.outgal"", ""NGC4545_onecomp.outgal"", ""NGC4545_twocomp.outgal""]",
NGC4548,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4548/P4/,200,3,3,NGC4548_bdbarf.outgal,"[""NGC4548_bdbarf.outgal"", ""NGC4548_onecomp.outgal"", ""NGC4548_twocomp.outgal""]",
NGC4559,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4559/P4/,200,3,3,NGC4559_ndbar.outgal,"[""NGC4559_ndbar.outgal"", ""NGC4559_onecomp.outgal"", ""NGC4559_twocomp.outgal""]",
NGC4561,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4561/P4/,200,3,3,NGC4561_dbar.outgal,"[""NGC4561_dbar.outgal"", ""NGC4561_onecomp.outgal"", ""NGC4561_twocomp.outgal""]",
NGC4567,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4567/P4/,200,2,2,NGC4567_twocomp.outgal,"[""NGC4567_onecomp.outgal"", ""NGC4567_twocomp.outgal""]",
NGC4568,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4568/P4/,200,3,3,NGC4568_dn.outgal,"[""NGC4568_dn.outgal"", ""NGC4568_onecomp.outgal"", ""NGC4568_twocomp.outgal""]",
NGC4571,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4571/P4/,200,3,3,NGC4571_ddn.outgal,"[""NGC4571_ddn.outgal"", ""NGC4571_onecomp.outgal"", ""NGC4571_twocomp.outgal""]",
NGC4579,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4579/P4/,200,3,3,NGC4579_bdbarf.outgal,"[""NGC4579_bdbarf.outgal"", ""NGC4579_onecomp.outgal"", ""NGC4579_twocomp.outgal""]",
NGC4580,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4580/P4/,200,3,3,NGC4580_bd.outgal,"[""NGC4580_bd.outgal"", ""NGC4580_onecomp.outgal"", ""NGC4580_twocomp.outgal""]",
NGC4584,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4584/P4/,200,3,3,NGC4584_dbar.outgal,"[""NGC4584_dbar.outgal"", ""NGC4584_onecomp.outgal"", ""NGC4584_twocomp.outgal""]",
NGC4587,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4587/P4/,404,0,0,,[],
NGC4591,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4591/P4/,200,3,3,NGC4591_dbarfn.outgal,"[""NGC4591_dbarfn.outgal"", ""NGC4591_onecomp.outgal"", ""NGC4591_twocomp.outgal""]",
NGC4593,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4593/P4/,200,3,3,NGC4593_bdbarfn.outgal,"[""NGC4593_bdbarfn.outgal"", ""NGC4593_onecomp.outgal"", ""NGC4593_twocomp.outgal""]",
NGC4594,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4594/P4/,200,3,3,NGC4594_bz.outgal,"[""NGC4594_bz.outgal"", ""NGC4594_onecomp.outgal"", ""NGC4594_twocomp.outgal""]",
NGC4595,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4595/P4/,200,3,3,NGC4595_dbar.outgal,"[""NGC4595_dbar.outgal"", ""NGC4595_onecomp.outgal"", ""NGC4595_twocomp.outgal""]",
NGC4596,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4596/P4/,200,3,3,NGC4596_bdbarf.outgal,"[""NGC4596_bdbarf.outgal"", ""NGC4596_onecomp.outgal"", ""NGC4596_twocomp.outgal""]",
NGC4598,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4598/P4/,404,0,0,,[],
NGC4600,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4600/P4/,404,0,0,,[],
NGC4602,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4602/P4/,200,3,3,NGC4602_bd.outgal,"[""NGC4602_bd.outgal"", ""NGC4602_onecomp.outgal"", ""NGC4602_twocomp.outgal""]",
NGC4606,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4606/P4/,200,3,3,NGC4606_bdbar.outgal,"[""NGC4606_bdbar.outgal"", ""NGC4606_onecomp.outgal"", ""NGC4606_twocomp.outgal""]",
NGC4608,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4608/P4/,404,0,0,,[],
NGC4612,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4612/P4/,404,0,0,,[],
NGC4618,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4618/P4/,200,3,3,NGC4618_dbar.outgal,"[""NGC4618_dbar.outgal"", ""NGC4618_onecomp.outgal"", ""NGC4618_twocomp.outgal""]",
NGC4620,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4620/P4/,404,0,0,,[],
NGC4624,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4624/P4/,404,0,0,,[],
NGC4625,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4625/P4/,200,3,3,NGC4625_dd.outgal,"[""NGC4625_dd.outgal"", ""NGC4625_onecomp.outgal"", ""NGC4625_twocomp.outgal""]",
NGC4626,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4626/P4/,404,0,0,,[],
NGC4629,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4629/P4/,200,3,3,NGC4629_d.outgal,"[""NGC4629_d.outgal"", ""NGC4629_onecomp.outgal"", ""NGC4629_twocomp.outgal""]",
NGC4630,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4630/P4/,200,3,3,NGC4630_dn.outgal,"[""NGC4630_dn.outgal"", ""NGC4630_onecomp.outgal"", ""NGC4630_twocomp.outgal""]",
NGC4635,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4635/P4/,200,3,3,NGC4635_dn.outgal,"[""NGC4635_dn.outgal"", ""NGC4635_onecomp.outgal"", ""NGC4635_twocomp.outgal""]",
NGC4638,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4638/P4/,404,0,0,,[],
NGC4639,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4639/P4/,200,3,3,NGC4639_bdbarf.outgal,"[""NGC4639_bdbarf.outgal"", ""NGC4639_onecomp.outgal"", ""NGC4639_twocomp.outgal""]",
NGC4640,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4640/P4/,404,0,0,,[],
NGC4641,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4641/P4/,200,3,3,NGC4641_bd.outgal,"[""NGC4641_bd.outgal"", ""NGC4641_onecomp.outgal"", ""NGC4641_twocomp.outgal""]",
NGC4643,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4643/P4/,200,3,3,NGC4643_bdbarf.outgal,"[""NGC4643_bdbarf.outgal"", ""NGC4643_onecomp.outgal"", ""NGC4643_twocomp.outgal""]",
NGC4647,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4647/P4/,200,2,2,NGC4647_twocomp.outgal,"[""NGC4647_onecomp.outgal"", ""NGC4647_twocomp.outgal""]",
NGC4651,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4651/P4/,200,3,3,NGC4651_bdd.outgal,"[""NGC4651_bdd.outgal"", ""NGC4651_onecomp.outgal"", ""NGC4651_twocomp.outgal""]",
NGC4653,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4653/P4/,200,3,3,NGC4653_bd.outgal,"[""NGC4653_bd.outgal"", ""NGC4653_onecomp.outgal"", ""NGC4653_twocomp.outgal""]",
NGC4654,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4654/P4/,200,3,3,NGC4654_dbar.outgal,"[""NGC4654_dbar.outgal"", ""NGC4654_onecomp.outgal"", ""NGC4654_twocomp.outgal""]",
NGC4658,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4658/P4/,200,3,3,NGC4658_dbarf.outgal,"[""NGC4658_dbarf.outgal"", ""NGC4658_onecomp.outgal"", ""NGC4658_twocomp.outgal""]",
NGC4659,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4659/P4/,200,3,3,NGC4659_bd.outgal,"[""NGC4659_bd.outgal"", ""NGC4659_onecomp.outgal"", ""NGC4659_twocomp.outgal""]",
NGC4663,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4663/P4/,404,0,0,,[],
NGC4666,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4666/P4/,200,3,3,NGC4666_bdd.outgal,"[""NGC4666_bdd.outgal"", ""NGC4666_onecomp.outgal"", ""NGC4666_twocomp.outgal""]",
NGC4668,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4668/P4/,200,3,3,NGC4668_ddbarf.outgal,"[""NGC4668_ddbarf.outgal"", ""NGC4668_onecomp.outgal"", ""NGC4668_twocomp.outgal""]",
NGC4671,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4671/P4/,404,0,0,,[],
NGC4674,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4674/P4/,404,0,0,,[],
NGC4680,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4680/P4/,200,3,3,NGC4680_dbarfn.outgal,"[""NGC4680_dbarfn.outgal"", ""NGC4680_onecomp.outgal"", ""NGC4680_twocomp.outgal""]",
NGC4682,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4682/P4/,200,3,3,NGC4682_bd.outgal,"[""NGC4682_bd.outgal"", ""NGC4682_onecomp.outgal"", ""NGC4682_twocomp.outgal""]",
NGC4688,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4688/P4/,200,3,3,NGC4688_dbarf.outgal,"[""NGC4688_dbarf.outgal"", ""NGC4688_onecomp.outgal"", ""NGC4688_twocomp.outgal""]",
NGC4689,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4689/P4/,200,3,3,NGC4689_bd.outgal,"[""NGC4689_bd.outgal"", ""NGC4689_onecomp.outgal"", ""NGC4689_twocomp.outgal""]",
NGC4691,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4691/P4/,200,3,3,NGC4691_dbar.outgal,"[""NGC4691_dbar.outgal"", ""NGC4691_onecomp.outgal"", ""NGC4691_twocomp.outgal""]",
NGC4699,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4699/P4/,200,3,3,NGC4699_bddbarf.outgal,"[""NGC4699_bddbarf.outgal"", ""NGC4699_onecomp.outgal"", ""NGC4699_twocomp.outgal""]",
NGC4701,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4701/P4/,200,3,3,NGC4701_dn.outgal,"[""NGC4701_dn.outgal"", ""NGC4701_onecomp.outgal"", ""NGC4701_twocomp.outgal""]",
NGC4707,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4707/P4/,200,2,2,NGC4707_twocomp.outgal,"[""NGC4707_onecomp.outgal"", ""NGC4707_twocomp.outgal""]",
NGC4713,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4713/P4/,200,3,3,NGC4713_dbarn.outgal,"[""NGC4713_dbarn.outgal"", ""NGC4713_onecomp.outgal"", ""NGC4713_twocomp.outgal""]",
NGC4720,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4720/P4/,404,0,0,,[],
NGC4723,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4723/P4/,200,3,3,NGC4723_d.outgal,"[""NGC4723_d.outgal"", ""NGC4723_onecomp.outgal"", ""NGC4723_twocomp.outgal""]",
NGC4725,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4725/P4/,200,3,3,NGC4725_bdbarf.outgal,"[""NGC4725_bdbarf.outgal"", ""NGC4725_onecomp.outgal"", ""NGC4725_twocomp.outgal""]",
NGC4733,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4733/P4/,200,3,3,NGC4733_bdbar.outgal,"[""NGC4733_bdbar.outgal"", ""NGC4733_onecomp.outgal"", ""NGC4733_twocomp.outgal""]",
NGC4736,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4736/P4/,200,3,3,NGC4736_bdd.outgal,"[""NGC4736_bdd.outgal"", ""NGC4736_onecomp.outgal"", ""NGC4736_twocomp.outgal""]",
NGC4750,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4750/P4/,200,3,3,NGC4750_bdd.outgal,"[""NGC4750_bdd.outgal"", ""NGC4750_onecomp.outgal"", ""NGC4750_twocomp.outgal""]",
NGC4765,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4765/P4/,200,3,3,NGC4765_dd.outgal,"[""NGC4765_dd.outgal"", ""NGC4765_onecomp.outgal"", ""NGC4765_twocomp.outgal""]",
NGC4772,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4772/P4/,200,3,3,NGC4772_bd.outgal,"[""NGC4772_bd.outgal"", ""NGC4772_onecomp.outgal"", ""NGC4772_twocomp.outgal""]",
NGC4775,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4775/P4/,200,3,3,NGC4775_dn.outgal,"[""NGC4775_dn.outgal"", ""NGC4775_onecomp.outgal"", ""NGC4775_twocomp.outgal""]",
NGC4779,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4779/P4/,200,3,3,NGC4779_bdbarf.outgal,"[""NGC4779_bdbarf.outgal"", ""NGC4779_onecomp.outgal"", ""NGC4779_twocomp.outgal""]",
NGC4781,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4781/P4/,200,3,3,NGC4781_dbar.outgal,"[""NGC4781_dbar.outgal"", ""NGC4781_onecomp.outgal"", ""NGC4781_twocomp.outgal""]",
NGC4789A,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4789A/P4/,200,3,3,NGC4789A_d.outgal,"[""NGC4789A_d.outgal"", ""NGC4789A_onecomp.outgal"", ""NGC4789A_twocomp.outgal""]",
NGC4790,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4790/P4/,200,3,3,NGC4790_dn.outgal,"[""NGC4790_dn.outgal"", ""NGC4790_onecomp.outgal"", ""NGC4790_twocomp.outgal""]",
NGC4791,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4791/P4/,200,3,3,NGC4791_dn.outgal,"[""NGC4791_dn.outgal"", ""NGC4791_onecomp.outgal"", ""NGC4791_twocomp.outgal""]",
NGC4793,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4793/P4/,200,3,3,NGC4793_dn.outgal,"[""NGC4793_dn.outgal"", ""NGC4793_onecomp.outgal"", ""NGC4793_twocomp.outgal""]",
NGC4795,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4795/P4/,200,3,3,NGC4795_bdbar.outgal,"[""NGC4795_bdbar.outgal"", ""NGC4795_onecomp.outgal"", ""NGC4795_twocomp.outgal""]",
NGC4799,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4799/P4/,200,3,3,NGC4799_ddn.outgal,"[""NGC4799_ddn.outgal"", ""NGC4799_onecomp.outgal"", ""NGC4799_twocomp.outgal""]",
NGC4800,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4800/P4/,200,3,3,NGC4800_ddn.outgal,"[""NGC4800_ddn.outgal"", ""NGC4800_onecomp.outgal"", ""NGC4800_twocomp.outgal""]",
NGC4802,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4802/P4/,200,3,3,NGC4802_bdd.outgal,"[""NGC4802_bdd.outgal"", ""NGC4802_onecomp.outgal"", ""NGC4802_twocomp.outgal""]",
NGC4806,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4806/P4/,200,4,3,NGC4806_dn.outgal,"[""NGC4806_d.outgal"", ""NGC4806_dn.outgal"", ""NGC4806_onecomp.outgal"", ""NGC4806_twocomp.outgal""]",
NGC4808,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4808/P4/,200,3,3,NGC4808_dbar.outgal,"[""NGC4808_dbar.outgal"", ""NGC4808_onecomp.outgal"", ""NGC4808_twocomp.outgal""]",
NGC4814,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4814/P4/,200,3,3,NGC4814_ddn.outgal,"[""NGC4814_ddn.outgal"", ""NGC4814_onecomp.outgal"", ""NGC4814_twocomp.outgal""]",
NGC4826,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4826/P4/,200,3,3,NGC4826_bdd.outgal,"[""NGC4826_bdd.outgal"", ""NGC4826_onecomp.outgal"", ""NGC4826_twocomp.outgal""]",
NGC4880,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4880/P4/,200,3,3,NGC4880_bd.outgal,"[""NGC4880_bd.outgal"", ""NGC4880_onecomp.outgal"", ""NGC4880_twocomp.outgal""]",
NGC4887,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4887/P4/,404,0,0,,[],
NGC4897,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4897/P4/,200,3,3,NGC4897_bdbar.outgal,"[""NGC4897_bdbar.outgal"", ""NGC4897_onecomp.outgal"", ""NGC4897_twocomp.outgal""]",
NGC4899,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4899/P4/,200,3,3,NGC4899_bd.outgal,"[""NGC4899_bd.outgal"", ""NGC4899_onecomp.outgal"", ""NGC4899_twocomp.outgal""]",
NGC4900,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4900/P4/,200,3,3,NGC4900_dbar.outgal,"[""NGC4900_dbar.outgal"", ""NGC4900_onecomp.outgal"", ""NGC4900_twocomp.outgal""]",
NGC4902,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4902/P4/,200,3,3,NGC4902_bdbarf.outgal,"[""NGC4902_bdbarf.outgal"", ""NGC4902_onecomp.outgal"", ""NGC4902_twocomp.outgal""]",
NGC4904,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4904/P4/,200,3,3,NGC4904_dbar.outgal,"[""NGC4904_dbar.outgal"", ""NGC4904_onecomp.outgal"", ""NGC4904_twocomp.outgal""]",
NGC4920,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4920/P4/,200,3,3,NGC4920_dd.outgal,"[""NGC4920_dd.outgal"", ""NGC4920_onecomp.outgal"", ""NGC4920_twocomp.outgal""]",
NGC4928,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4928/P4/,200,3,3,NGC4928_bd.outgal,"[""NGC4928_bd.outgal"", ""NGC4928_onecomp.outgal"", ""NGC4928_twocomp.outgal""]",
NGC4941,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4941/P4/,200,3,3,NGC4941_bdbarn.outgal,"[""NGC4941_bdbarn.outgal"", ""NGC4941_onecomp.outgal"", ""NGC4941_twocomp.outgal""]",
NGC4942,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4942/P4/,200,3,3,NGC4942_dbarnf.outgal,"[""NGC4942_dbarnf.outgal"", ""NGC4942_onecomp.outgal"", ""NGC4942_twocomp.outgal""]",
NGC4948A,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4948A/P4/,200,3,3,NGC4948A_dbarf.outgal,"[""NGC4948A_dbarf.outgal"", ""NGC4948A_onecomp.outgal"", ""NGC4948A_twocomp.outgal""]",
NGC4961,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4961/P4/,200,3,3,NGC4961_dn.outgal,"[""NGC4961_dn.outgal"", ""NGC4961_onecomp.outgal"", ""NGC4961_twocomp.outgal""]",
NGC4964,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4964/P4/,404,0,0,,[],
NGC4965,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4965/P4/,200,3,3,NGC4965_bd.outgal,"[""NGC4965_bd.outgal"", ""NGC4965_onecomp.outgal"", ""NGC4965_twocomp.outgal""]",
NGC4981,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4981/P4/,200,3,3,NGC4981_bd.outgal,"[""NGC4981_bd.outgal"", ""NGC4981_onecomp.outgal"", ""NGC4981_twocomp.outgal""]",
NGC4984,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4984/P4/,200,3,3,NGC4984_bdbar.outgal,"[""NGC4984_bdbar.outgal"", ""NGC4984_onecomp.outgal"", ""NGC4984_twocomp.outgal""]",
NGC4993,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4993/P4/,404,0,0,,[],
NGC4995,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4995/P4/,200,3,3,NGC4995_dbarfn.outgal,"[""NGC4995_dbarfn.outgal"", ""NGC4995_onecomp.outgal"", ""NGC4995_twocomp.outgal""]",
NGC5006,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC5006/P4/,404,0,0,,[],
NGC5010,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC5010/P4/,404,0,0,,[],
