name,ra,dec,sample,type,cvrhs,t,incl_deg,dist_mpc,distmod,mabs1_3p6,logmstar,btot_app,b_abs,m_i,mi_source,mabs3_real,p4_url
NGC2793,139.1943,34.43168,S4G,SBm,RG pec,0.0,37.4,20.17,31.523529491063826,-17.909,9.35,13.245,-18.27852949106383,-18.6658394304,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC2793/P4/
NGC2805,140.085004,64.10298,S4G,SABc,(R)SA(s)c pec,5.0,36.0,12.76,30.52925337192572,-18.741,9.683,11.796,-18.73325337192572,-19.409179542402544,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC2805/P4/
NGC0672,26.976993,27.432764,S4G,SBc,(R')SB(s)d,7.0,69.6,7.32,29.322555405291965,-18.288,9.501,11.41,-17.912555405291965,-18.869770520243613,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC0672/P4/
NGC0680,27.447031,21.970864,S4G,E,SA(r'l)0^o^ pec,-2.0,29.4,38.12,32.905764459831445,-21.608,10.829,12.899,-20.006764459831444,-21.90170964806039,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC0680/P4/
NGC0681,27.295006,-10.426343,S4G,SABa,SA:(s:)\underline{b}c sp / E(d)3,3.5,46.8,38.0,32.89891798308405,-21.758,10.889,12.775,-20.12391798308405,-22.043990726024752,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC0681/P4/
NGC0685,26.928412,-52.761978,S4G,Sc,SB(s)c\underline{d},6.5,41.3,15.2,30.90921793972386,-19.346,9.925,11.896,-19.01321793972386,-19.937796215835107,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC0685/P4/
NGC0691,27.673772,21.75999,S4G,Sbc,"(R)SA(rs,rl)ab",2.0,48.0,36.72,32.82451336264602,-21.414,10.752,12.276,-20.548513362646023,-21.880610640221818,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC0691/P4/
NGC0693,27.628478,6.145309,S4G,S0-a,S0^o^[d] sp / E(d)5,-2.0,66.8,19.4,31.43900864965113,-19.733,10.079,13.242,-18.197008649651128,-20.042042032668014,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC0693/P4/
NGC0701,27.76531,-9.7029,S4G,SBc,SB(rs)d,7.0,62.4,21.09,31.62038289869743,-20.041,10.203,12.81,-18.810382898697426,-20.421804981193894,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC0701/P4/
NGC0718,28.305342,4.195761,S4G,Sa,"(L,R')SAB(rs,nl)a",1.0,28.2,21.4,31.652068866745957,-20.307,10.309,12.553,-19.099068866745956,-20.693136183685297,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC0718/P4/
NGC0723,28.440354,-23.757733,S4G,Sbc,(R')SA(r\underline{s})b\underline{c},4.5,40.2,19.87,31.490989335549074,-18.749,9.686,13.473,-18.017989335549075,-19.247212493854033,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC0723/P4/
NGC1179,45.660498,-18.89794,S4G,Sc,SB(s)cd,6.0,48.0,15.91,31.008350898232905,-18.954,9.768,12.665,-18.343350898232906,-19.480497461084735,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1179/P4/
NGC1187,45.656559,-22.867103,S4G,Sc,SA\underline{B}(rs)bc,4.0,44.3,16.63,31.104461246097593,-20.564,10.412,11.366,-19.738461246097593,-21.039998392832935,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1187/P4/
NGC1222,47.236407,-2.955155,S4G,E-S0,S0^-^ pec,-3.0,67.8,31.0,32.456808469171364,-20.34,10.322,13.146,-19.310808469171363,-20.76813999025527,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1222/P4/
NGC1232,47.439256,-20.579,S4G,SABc,SAB(rs)c,5.0,32.6,15.43,30.941829630315738,-21.09,10.622,10.564,-20.377829630315738,-21.5926399631242,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1232/P4/
NGC1249,47.505009,-53.335851,S4G,SBc,SB(r\underline{s}:)d\underline{m},8.5,69.0,15.5,30.951658490851457,-18.951,9.767,12.178,-18.773658490851457,-19.579324745350092,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1249/P4/
NGC1253,48.537841,-2.822648,S4G,SABc,(R')SA(s)c\underline{d},6.5,68.2,21.17,31.62860429009706,-20.008,10.189,12.252,-19.376604290097056,-20.529622008172808,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1253/P4/
NGC1255,48.383339,-25.725095,S4G,SABb,SB(s)cd,6.0,58.8,17.74,31.24476807747854,-20.083,10.219,11.599,-19.64576807747854,-20.650250498207456,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1255/P4/
NGC1258,48.522911,-21.774392,S4G,SABc,(RxR')SAB(s)ab: pec,2.0,43.7,25.47,32.03014472481807,-18.577,9.617,13.882,-18.148144724818074,-19.14621901033225,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1258/P4/
NGC1291,49.327329,-41.107973,S4G,S0-a,"(R)SAB(l,bl,nb)0^+^",-1.0,29.4,4.4,28.217263382430943,-19.997,10.185,9.417,-18.80026338243094,-20.38576689487127,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1291/P4/
NGC1292,49.561816,-27.61043,S4G,Sc,SA(s)c,5.0,68.6,20.6,31.569336101845764,-19.446,9.964,12.823,-18.746336101845763,-19.951578983933757,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1292/P4/
NGC0936,36.905968,-1.155945,S4G,S0-a,"(L)SB_a_(\underline{r}s,bl)0^+^",-1.0,50.5,20.18,31.524605809504457,-21.84,10.922,11.195,-20.329605809504457,-22.155057365233546,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC0936/P4/
NGC0941,37.116078,-1.15148,S4G,SABc,(R')SA(rs)c:,5.0,45.7,18.47,31.332334477201208,-18.635,9.64,13.038,-18.294334477201208,-19.224943602142286,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC0941/P4/
NGC0986,38.393089,-39.045003,S4G,Sab,"(R')SB(s,rs,np)ab",2.0,38.0,9.07,29.788036435300477,-19.485,9.98,11.674,-18.114036435300477,-19.832823562295612,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC0986/P4/
NGC0988,38.865961,-9.356373,S4G,Sc,SB(s)d,7.0,68.7,15.27,30.919195185282106,-19.454,9.968,10.964,-19.955195185282108,-20.241780868541294,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC0988/P4/
NGC0991,38.886123,-7.154328,S4G,SABc,SAB(s)\underline{c}d,5.5,28.1,8.78,29.717472579530515,-17.313,9.111,13.058,-16.659472579530515,-17.82942105618967,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC0991/P4/
NGC1015,39.548097,-1.318768,S4G,Sa,"(R')SB(r,bl)0/a",0.0,34.2,35.1,32.72653558232912,-20.743,10.483,13.374,-19.352535582329118,-21.08624086184734,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1015/P4/
IC3059,183.729535,13.460791,S4G,IB,SAB(s)d\underline{m},8.5,38.9,19.4,31.43900864965113,-16.8,8.906,14.787,-16.65200864965113,-17.435222032668015,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/IC3059/P4/
IC3102,184.35763,6.690086,S4G,S0-a,(R'L)SAB(\underline{r}s)0/a,0.0,59.5,28.0,32.2357901567111,-20.508,10.389,13.023,-19.212790156711097,-20.873625686827108,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/IC3102/P4/
IC3115,184.499496,6.654283,S4G,Sc,SB(s)cd,6.0,46.4,27.03,32.15923022849363,-18.523,9.595,13.771,-18.388230228493626,-19.161329103696,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/IC3115/P4/
IC2007,58.845054,-28.157722,S4G,Sbc,SB(r\underline{s})d\underline{m},8.5,65.6,21.5,31.662192299578024,-18.691,9.663,13.729,-17.933192299578025,-19.182915190400834,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/IC2007/P4/
IC2035,62.257649,-45.517592,S4G,E-S0,SAB(s)0^{-/o}^,-2.5,40.6,11.87,30.372253594772957,-18.805,9.708,12.424,-17.948253594772957,-19.273664594771645,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/IC2035/P4/
IC2051,58.003313,-83.830739,S4G,SBbc,"SB(\underline{r}s,bl)b",3.0,55.2,25.01,31.99056845865251,-21.214,10.672,12.249,-19.74156845865251,-21.53797858778334,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/IC2051/P4/
IC2056,64.10196,-60.206804,S4G,Sbc,(L)SA(r\underline{s})bc,4.0,30.5,20.59,31.568281733090153,-19.991,10.183,12.422,-19.146281733090152,-20.462491207276187,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/IC2056/P4/
IC2604,162.354451,32.772656,S4G,SBm,SA(s)d\underline{m}:,8.5,32.6,21.86,31.69825078806842,-17.237,9.081,14.723,-16.975250788068422,-17.845488935196077,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/IC2604/P4/
IC2627,167.47243,-23.725921,S4G,SABc,(R')SA(s)bc,4.0,46.1,7.34,29.32848029958035,-17.787,9.301,12.682,-16.646480299580347,-18.18897787040138,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/IC2627/P4/
IC2764,171.771025,-28.98017,S4G,S0-a,(\underline{R}L)SA(l)0^{o/+}^,-1.5,65.5,22.38,31.74930041096166,-19.849,10.126,13.184,-18.56530041096166,-20.21733059657599,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/IC2764/P4/
IC2828,171.795633,8.731073,S4G,S?,IA\underline{B}(s:)m,10.0,67.8,14.2,30.761441721915283,-15.92,8.554,15.026,-15.735441721915283,-16.54662880465009,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/IC2828/P4/
IC2969,178.130396,-3.87235,S4G,SBbc,SA(rs)d,7.0,57.5,26.25,32.09564653870988,-18.626,9.637,13.775,-18.32064653870988,-19.224241936596822,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/IC2969/P4/
IC3021,182.477466,13.05008,S4G,Sm,dSB(s)0/a:,11.0,58.9,36.4,32.805506918245285,-17.604,9.228,14.969,-17.836506918245284,-18.328639125787642,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/IC3021/P4/
IC4316,205.076544,-28.893078,S4G,IB,dE4 (dIm) / Sph,11.0,49.1,4.3,28.16734227789793,-14.162,7.851,14.554,-13.61334227789793,-14.703065435306014,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/IC4316/P4/
IC4536,228.322299,-18.137098,S4G,SBcd,SB(rs)d,7.0,54.2,27.65,32.208475678203584,-19.26,9.89,13.898,-18.310475678203584,-19.706861784377843,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/IC4536/P4/
IC4901,298.598116,-58.713594,S4G,SABc,SB(r)b\underline{c},4.5,47.8,22.36,31.74735899607193,-20.267,10.293,11.967,-19.780358996071932,-20.822639364076903,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/IC4901/P4/
IC5007,310.893137,-29.703815,S4G,Scd,(R_2_')SB(s)dm,8.0,52.2,32.88,32.584659044340064,-20.132,10.239,13.08,-19.504659044340066,-20.654574875419918,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/IC5007/P4/
ESO407-009,348.1868,-37.207927,S4G,SBcd,SA(s)b\underline{c},4.5,69.7,24.67,31.96084574744868,-18.158,9.449,14.142,-17.81884574744868,-18.74829875065044,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO407-009/P4/
ESO407-014,349.414827,-34.790799,S4G,SBc,SA(\underline{r}s)a\underline{b},2.5,53.9,38.01,32.89948934801552,-19.735,10.08,13.582,-19.31748934801552,-20.306884996783648,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO407-014/P4/
ESO407-018,351.61665,-32.38919,S4G,IB,dIA:m,10.0,37.4,1.95,26.45017305681259,-11.838,6.921,14.037,-12.41317305681259,-12.643165668350958,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO407-018/P4/
ESO408-012,354.393697,-36.996204,S4G,SABc,SAB(s)d\underline{m},8.5,60.7,56.6,33.76408215594135,-18.711,9.67,15.246,-18.51808215594135,-19.335664306646215,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO408-012/P4/
ESO409-015,1.38364,-28.099908,S4G,Sc,dIAB:m,10.0,66.4,8.2,29.569069261918585,-13.695,7.664,15.128,-14.441069261918585,-14.540326276550868,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO409-015/P4/
ESO410-018,8.545903,-30.774519,S4G,SABm,SA(s)d\underline{m},8.5,32.3,19.0,31.39376800476414,-16.938,8.961,14.14,-17.25376800476414,-17.68220548111957,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO410-018/P4/
ESO418-008,52.877732,-30.213335,S4G,SABd,(R')SB(s)dm:,8.0,49.6,20.61,31.570389958896065,-17.763,9.291,13.885,-17.685389958896067,-18.414761640340576,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO418-008/P4/
ESO418-009,52.982199,-31.338224,S4G,IB,SB(s)c\underline{d},6.5,36.7,17.38,31.200248860563235,-17.462,9.171,14.103,-17.097248860563234,-18.04628348223236,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO418-009/P4/
ESO419-013,60.173324,-30.831083,S4G,S0-a,Im sp? / Sph,10.0,62.4,19.94,31.49862576987819,-16.953,8.967,14.292,-17.206625769878187,-17.68260205592137,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO419-013/P4/
ESO420-009,62.752711,-31.407467,S4G,SBc,SAB(rs)\underline{c}d,5.5,41.7,18.29,31.311068527382083,-17.916,9.353,13.724,-17.587068527382083,-18.50870110393479,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO420-009/P4/
ESO421-019,72.30208,-29.20713,S4G,SABm,SA(s)d\underline{m},8.5,49.4,17.4,31.202746241412996,-17.978,9.377,13.208,-17.994746241412997,-18.651935366732054,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO421-019/P4/
ESO422-005,73.0232,-28.59197,S4G,I,SA\underline{B}(s)dm:,8.0,50.2,25.96,32.071523440641656,-16.958,8.969,14.879,-17.192523440641658,-17.683113008550787,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO422-005/P4/
ESO422-041,77.695789,-31.597046,S4G,SABd,(R')SA(ls)d:,7.0,27.1,10.8,30.167118777434744,-16.842,8.923,13.178,-16.989118777434744,-17.546572912697165,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO422-041/P4/
ESO438-017,169.32392,-27.82243,S4G,Sc,SAB(s)d,7.0,58.6,16.45,31.08082951142996,-17.322,9.115,14.034,-17.046829511429962,-17.92733493518604,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO438-017/P4/
UGC07257,183.762165,35.959037,S4G,SBd,IA\underline{B}(s)m,10.0,60.1,16.3,31.06093802201979,-16.649,8.846,14.363,-16.69793802201979,-17.330500435174653,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC07257/P4/
UGC07271,183.88912,43.435036,S4G,SBcd,S\underline{A}B(s:)dm:,8.0,67.5,13.05,30.578052558371496,-15.899,8.546,15.137,-15.441052558371496,-16.4613823512173,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC07271/P4/
UGC07300,184.1808,28.73067,S4G,I,Im,10.0,0.0,9.45,29.87715904254631,-14.45,7.966,15.087,-14.79015904254631,-15.199937374998383,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC07300/P4/
UGC07332,184.484235,0.435607,S4G,IB,IB(s)m,10.0,53.3,16.15,31.040862633335607,-15.87,8.534,15.565,-15.475862633335607,-16.447377718833867,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC07332/P4/
UGC07490,186.10316,70.334116,S4G,Sm,(L)SA(l)\underline{d}m,7.5,62.8,11.1,30.226614893933288,-16.689,8.862,13.418,-16.80861489393329,-17.387109500074324,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC07490/P4/
UGC12732,355.166047,26.236444,S4G,SABm,SAB(s)dm,8.0,26.6,13.6,30.66769454185109,-16.805,8.908,14.283,-16.38469454185109,-17.376228217335004,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC12732/P4/
UGC12846,358.94235,18.42587,S4G,SABm,SAB(s)m,9.0,25.7,27.28,32.179221829922206,-16.637,8.841,15.58,-16.599221829922207,-17.298122130031718,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC12846/P4/
UGC12893,0.117116,17.219133,S4G,Sd,dSA(l)0^o^ / Sph,11.0,29.5,14.67,30.83215056921641,-16.946,8.965,15.383,-15.44915056921641,-17.26424038376586,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC12893/P4/
NGC0337A,15.391406,-7.588056,S4G,SABd,SAB(s)m,9.0,56.1,8.13,29.550452727970338,-16.656,8.848,12.901,-16.64945272797034,-17.32446139107303,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC0337A/P4/
NGC0406,16.850863,-69.875573,S4G,SBc,SAB(s)dm,8.0,65.6,20.47,31.55558921331253,-19.076,9.817,13.053,-18.50258921331253,-19.611248465128444,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC0406/P4/
NGC0428,18.23175,0.98168,S4G,SABm,SAB(s)dm,8.0,47.9,12.48,30.481072926732026,-18.669,9.654,11.951,-18.530072926732025,-19.306352137782028,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC0428/P4/
NGC0450,18.876938,-0.860852,S4G,SABc,SAB(s)c\underline{d},6.5,49.8,17.61,31.228796779836387,-18.72,9.674,12.796,-18.432796779836387,-19.32250724326155,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC0450/P4/
NGC0470,19.936847,3.409903,S4G,Sb,(R')SA(s)ab,2.0,58.5,34.79,32.707272143737946,-21.374,10.736,12.546,-20.161272143737946,-21.759008953778416,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC0470/P4/
NGC0473,19.979376,16.54477,S4G,S0-a,(L)SA(r)0^+^,-1.0,62.1,29.8,32.37108132038128,-20.206,10.269,13.319,-19.052081320381276,-20.6048291102896,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC0473/P4/
NGC0474,20.027841,3.415528,S4G,S0,(R')SAB(r'l)0/a pec,0.0,26.2,28.05,32.2396643279609,-20.944,10.564,12.383,-19.856664327960903,-21.35847611707081,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC0474/P4/
NGC0488,20.444924,5.256812,S4G,Sb,"SA(rs,\underline{r}l)0/\underline{a}",0.5,45.4,29.01,32.31273864401332,-22.641,11.242,11.127,-21.18573864401332,-22.96901358134313,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC0488/P4/
NGC0514,21.016153,12.917441,S4G,SABc,SA(s)c,5.0,45.5,25.67,32.04712934335721,-20.271,10.295,12.298,-19.74912934335721,-20.818360395688945,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC0514/P4/
NGC0578,22.619133,-22.667096,S4G,Sc,SB(s)cd,6.0,54.3,18.18,31.297969394429742,-20.116,10.232,11.544,-19.753969394429742,-20.70092280769099,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC0578/P4/
NGC0600,23.271901,-7.311644,S4G,Scd,SB(r\underline{s})c\underline{d},6.5,13.3,6.38,29.024103393605813,-16.407,8.749,13.014,-16.010103393605814,-16.983729297497366,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC0600/P4/
NGC0613,23.575714,-29.418573,S4G,Sbc,"SB(\underline{r}s,bl,nr)b",3.0,35.7,20.86,31.596571520452564,-22.077,11.017,10.741,-20.855571520452564,-22.459964307306354,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC0613/P4/
NGC0628,24.173866,15.783626,S4G,Sc,SA(s)c,5.0,19.8,7.49,29.372409088497335,-20.288,10.301,9.703,-19.669409088497336,-20.812631135796874,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC0628/P4/
NGC0658,25.540183,12.601835,S4G,Sb,SA(rs)bc,4.0,55.6,37.03,32.84276856024721,-20.609,10.43,13.315,-19.52776856024721,-21.024910611658097,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC0658/P4/
UGC07673,187.9929,29.70949,S4G,I,dIm,10.0,28.2,9.7,29.933858671331222,-14.776,8.097,15.355,-14.578858671331222,-15.399671787762838,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC07673/P4/
UGC07690,188.112316,42.704045,S4G,I,(R')SAB(s)m,9.0,32.3,9.35,29.85405805436259,-16.296,8.705,13.133,-16.72105805436259,-17.065888642775207,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC07690/P4/
UGC07698,188.2266,31.54103,S4G,IB,dIm,10.0,51.7,3.99,28.004864478433745,-14.486,7.981,13.075,-14.929864478433746,-15.26030815243193,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC07698/P4/
UGC07700,188.141848,63.877645,S4G,Sd,SA\underline{B}(s)d\underline{m},8.5,52.1,42.77,33.155696251284056,-18.693,9.663,14.866,-18.289696251284056,-19.268223619051753,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC07700/P4/
UGC07730,188.525471,64.567108,S4G,Sm,SAB(s)d,7.0,51.7,37.55,32.87304970670093,-17.234,9.08,16.081,-16.792049706700933,-17.80014168107472,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC07730/P4/
UGC07739,188.6874,6.30164,S4G,I,IAm / Sph,10.0,26.2,24.0,31.901056208558032,-17.252,9.087,14.767,-17.134056208558032,-17.894283209011135,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC07739/P4/
UGC07795,189.43905,7.10371,S4G,I,dIm,10.0,42.8,16.4,31.07421924023849,-15.572,8.415,14.774,-16.30021924023849,-16.413131521456044,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC07795/P4/
ESO358-022,53.834625,-32.602223,ETG,S0,(L)SA(l)0^+,-1.0,32.0,15.94,31.012441585300465,-18.11,9.43,13.82,-17.192441585300465,-18.564373772545608,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO358-022/P4/
ESO358-059,56.26497,-35.972658,ETG,E-S0,SAB0^-,-3.0,42.1,20.42,31.55027868875446,-18.256,9.489,14.014,-17.53627868875446,-18.756865491857297,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO358-059/P4/
NGC5870,226.640955,55.479187,ETG,S0,dE4,11.0,49.5,11.19,30.244150432641753,-16.258,8.689,15.111,-15.133150432641752,-16.66366035167081,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC5870/P4/
NGC5890,229.463265,-17.58925,ETG,S0-a,SA0^-,-3.0,52.1,28.45,32.27041135365545,-19.921,10.154,14.22,-18.05041135365545,-20.15141166810903,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC5890/P4/
ESO508-003,196.59981,-24.163904,DG,Sab,SA(rs)m,9.0,57.3,38.09,32.90405486330473,-18.92,9.754,14.72,-18.18405486330473,-19.308,real,-19.308,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO508-003/P4/
ESO508-066,201.015042,-24.656591,DG,IB,SAB(s)dm,8.0,37.1,30.2,32.400034714785754,-18.082,9.419,14.85,-17.550034714785752,-18.579,real,-18.579,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO508-066/P4/
ESO509-064,203.663809,-23.67944,DG,Sab,SAB(s)m / I0 pec,9.0,55.1,34.86,32.711636913869874,-18.718,9.674,14.62,-18.091636913869877,-19.134,real,-19.134,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO509-064/P4/
ESO510-043,210.393379,-23.138749,DG,SBbc,SAB(rs)cd,6.0,54.9,39.57,32.98683025133014,-19.036,9.801,14.6,-18.38683025133014,-19.408,real,-19.408,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO510-043/P4/
ESO532-015,330.783507,-22.394789,DG,Sc,Sm sp,9.0,68.1,19.78,31.4811314363058,-15.628,8.437,15.73,-15.751131436305801,-16.379,real,-16.379,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO532-015/P4/
ESO533-005,333.934359,-25.975499,DG,Sab,SAa sp / E(d)0,1.0,54.7,34.57,32.69349689771203,-18.138,9.442,15.24,-17.45349689771203,-18.629,real,-18.629,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO533-005/P4/
ESO546-033,44.051278,-19.650071,DG,Sc,SA(s)dm,8.0,59.7,20.55,31.56405913106044,-17.175,9.056,14.58,-16.98405913106044,-17.778,real,-17.778,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO546-033/P4/
ESO548-029,52.696554,-21.058208,DG,SABb,SB(s)dm,8.0,52.8,17.29,31.188974966369614,-17.544,9.203,14.25,-16.938974966369614,-18.105,real,-18.105,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO548-029/P4/
