# object_id,ra,dec,g_inputcount_value,r_inputcount_value,i_inputcount_value,z_inputcount_value,y_inputcount_value,g_localbackground_flux,r_localbackground_flux,i_localbackground_flux,z_localbackground_flux,y_localbackground_flux,g_apertureflux_10_flux,g_apertureflux_10_fluxerr,r_apertureflux_10_flux,r_apertureflux_10_fluxerr,i_apertureflux_10_flux,i_apertureflux_10_fluxerr,z_apertureflux_10_flux,z_apertureflux_10_fluxerr,y_apertureflux_10_flux,y_apertureflux_10_fluxerr,g_apertureflux_20_flux,g_apertureflux_20_fluxerr,r_apertureflux_20_flux,r_apertureflux_20_fluxerr,i_apertureflux_20_flux,i_apertureflux_20_fluxerr,z_apertureflux_20_flux,z_apertureflux_20_fluxerr,y_apertureflux_20_flux,y_apertureflux_20_fluxerr
3496121520885871060,150.73836138916428,2.99415705433548,27,24,34,41,27,0.093437985,0.17345513,0.1077558,0.15885226,0.28093332,-0.71038115,3.2837248,3.343024,5.1511426,3.9963145,6.603867,-4.3885355,10.62275,-10.01863,26.579916,2.312259,6.6772165,0.5605261,10.458029,6.7044005,13.411447,-3.8716521,21.590616,28.9537,54.3699
3496121520885871062,150.72615062562784,2.9447990135051376,28,26,45,46,39,0.07355772,0.09390311,0.0020265495,0.23518264,0.09887566,0.23982672,3.150142,5.828624,5.401412,4.251132,6.1998024,-22.186432,10.294951,8.593407,24.873062,-2.3419123,6.4027457,15.536632,10.96759,28.026203,12.54956,-28.916138,20.910854,-32.552853,50.423107
3496121520885871064,150.74749508181807,2.9236069921819596,25,23,42,47,39,0.14031796,0.1901821,0.24607591,0.32724428,0.5711106,0.68474436,3.1679983,-4.555873,5.04106,-4.654782,6.3473907,-8.144105,10.12754,-30.184305,26.138298,-3.6299672,6.433441,-2.3940797,10.238537,8.748946,12.899237,-32.821278,20.584547,23.020325,52.7787
3496121520885871065,150.72313720374828,3.017398705331704,26,23,34,40,22,0.075277455,0.09913141,0.17347448,0.22707237,0.6082983,-3.7258883,3.1648996,-5.394659,5.137931,-7.544076,6.216878,3.3413985,10.247246,-30.366102,26.11823,-1.1857839,6.430524,-4.9965363,10.437592,-1.7578768,12.627629,6.224872,20.808084,8.003919,53.047226
3496125918932380559,150.59195142597744,2.886270449305041,49,37,93,101,86,0.009612544,0.037267715,0.060623303,0.040971443,0.11979989,-4.729784,2.7873871,-3.3951864,4.504185,7.224748,4.78133,-8.399004,8.123937,-0.7061353,17.920115,-12.702427,5.618617,1.8673813,9.132311,-3.642103,9.664337,-36.92623,16.408365,6.755112,36.104237
3496125918932380560,150.64695816625456,2.949775893384774,32,28,51,55,49,0.10465347,0.16043276,0.1627853,0.20222196,0.4068575,-5.751926,3.054196,10.49679,5.101133,-8.631842,5.7783318,1.1940163,9.683178,-9.309156,20.236494,-10.825956,6.1968613,-1.1513993,10.330153,2.9608486,11.692792,-37.081642,19.709446,-38.719616,41.22037
3496125918932380565,150.7048990327048,2.952108884870527,28,26,39,46,37,0.062035494,0.039379284,-0.014949297,0.13644154,0.30995798,-0.07485215,3.3244746,-5.211149,5.0632315,18.800919,6.536207,17.924753,10.271225,41.86708,25.296846,14.0966425,6.691327,-3.0375624,10.192946,31.245325,13.155915,50.59332,20.673958,120.69742,50.933968
3496125918932380567,150.668315056482,2.9661916296458193,27,25,45,47,40,-0.022846946,-0.1577124,-0.21649346,-0.40024287,-0.35818452,-4.044148,3.2638416,-0.8773208,5.0364037,-21.95533,6.2850986,-34.32234,10.1995535,16.502098,24.43985,-21.41616,6.6296353,-42.26031,10.215042,-38.418495,12.767443,-84.038734,20.696697,-29.62094,49.454647
3496125918932380570,150.59507620926254,3.0649899778702143,26,21,38,41,25,0.13321075,0.15193927,0.23057704,0.30697095,0.3901206,-2.5991824,3.3739724,5.3530936,5.5859838,20.558716,6.536352,0.658275,10.895548,-11.852995,29.03176,3.6700373,6.8347626,34.358387,11.347563,36.811874,13.269072,2.2270083,22.096634,88.79609,58.83423
3496125918932380574,150.7034315962287,2.905102248196106,27,25,52,55,52,0.077985644,0.064981475,0.12387768,0.20125556,0.09532885,-2.546033,3.8974051,-10.6438675,5.2520714,-2.054118,6.2588134,-9.196426,10.105838,31.685307,21.58636,-18.37621,7.9017043,-20.759686,10.662848,7.1366725,12.715861,-26.40662,20.513285,94.80732,43.85584
